Instance;d;k;w_bound;Time;OurObj;BestBound;intercept;slopes
../src/instance_set/generated_instances/toy_50_10_-1.dat;10;50;10.000000;258;446.193204;0.000000;0.165983;1.317975~0.000000~1.240128~0.000000~1.442697~0.696005~0.000000~0.000000~0.000000
../src/instance_set/generated_instances/toy_50_20_-1.dat;20;50;10.000000;275;575.166859;0.461590;0.244568;0.000000~0.000000~0.000000~0.000000~1.170935~0.000000~0.000000~0.000000~0.000000~0.804518~0.000000~0.000000~0.000000~0.000000~-0.319413~0.000000~0.464558~0.000000~0.000000
../src/instance_set/generated_instances/toy_50_30_-1.dat;30;50;10.000000;436;905.188402;-0.000000;0.787139;0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000
../src/instance_set/generated_instances/toy_50_10_-2.dat;10;50;10.000000;209;964.247265;0.000000;-0.358843;0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000
../src/instance_set/generated_instances/toy_50_20_-2.dat;20;50;10.000000;298;1074.357601;0.000000;-0.715933;0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000
../src/instance_set/generated_instances/toy_50_30_-2.dat;30;50;10.000000;438;580.029196;0.000000;0.383356;0.000000~0.000000~0.913580~0.000000~0.000000~0.637245~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~-0.662478~0.000000~0.153509~0.000000
../src/instance_set/generated_instances/toy_50_10_-3.dat;10;50;10.000000;238;625.816997;0.000000;0.163185;0.000000~1.152738~0.243321~0.000000~0.000000~0.565054~-0.459011~0.000000~0.000000
../src/instance_set/generated_instances/toy_50_20_-3.dat;20;50;10.000000;221;771.944874;0.000000;-0.765504;0.000000~-0.049729~0.000000~0.000000~0.000000~1.013639~0.000000~0.000000~0.000000~0.000000~-0.256125~0.000000~0.000000~0.000000~0.000000~0.651179~0.000000~0.000000~0.000000
../src/instance_set/generated_instances/toy_50_30_-3.dat;30;50;10.000000;287;736.973730;0.000000;-0.638985;0.000000~0.000000~0.000000~0.000000~-0.045822~0.000000~0.000000~0.000000~0.399235~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.020320~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~-1.036271~0.000000~0.000000~0.000000~0.000000~0.000000
../src/instance_set/generated_instances/toy_50_10_-4.dat;10;50;10.000000;217;389.045469;0.000000;-0.052981;0.000000~0.000000~0.840961~0.852134~0.969404~0.627916~0.000000~0.000000~0.000000
../src/instance_set/generated_instances/toy_50_20_-4.dat;20;50;10.000000;339;1047.483468;0.000000;-0.777416;0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000
../src/instance_set/generated_instances/toy_50_30_-4.dat;30;50;10.000000;327;820.326519;0.000000;-0.213374;0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000
../src/instance_set/generated_instances/toy_50_10_-5.dat;10;50;10.000000;118;652.188535;-0.000000;0.514345;0.118826~0.000000~0.000000~0.343043~0.000000~0.618636~0.000000~0.000000~-0.416808
../src/instance_set/generated_instances/toy_50_20_-5.dat;20;50;10.000000;215;684.268277;0.000000;-0.032557;0.000000~0.000000~-0.565796~0.000000~0.746688~0.000000~0.000000~0.000000~0.000000~-1.223915~0.000000~0.000000~0.000000~0.000000~0.000000~0.247752~0.000000~0.000000~0.000000
../src/instance_set/generated_instances/toy_50_30_-5.dat;30;50;10.000000;306;1232.296188;-0.000000;-0.176856;0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000~0.000000
